particles	topology	modInfluence	branching	tSchedule	phi1	phi2	inertia
71	"4"	"1"	NA	NA	0.7	1.51	0.87
87	"4"	"0"	NA	NA	2.02	1.92	0.81
43	"1"	"0"	NA	NA	1.83	1.42	0.88
123	"4"	"2"	NA	NA	2	2.06	0.81
137	"4"	"0"	NA	NA	2.16	1.77	0.73
84	"4"	"2"	NA	NA	1.76	2.18	0.72
151	"4"	"0"	NA	NA	2	1.57	0.65
90	"4"	"0"	NA	NA	1.66	2.3	0.57
125	"4"	"2"	NA	NA	2.22	2.46	0.78
134	"4"	"0"	NA	NA	1.97	1.85	0.75
87	"4"	"0"	NA	NA	1.42	2.01	0.55
109	"4"	"0"	NA	NA	1.7	2.48	0.62
89	"4"	"0"	NA	NA	1.66	2.08	0.57
115	"4"	"0"	NA	NA	1.81	2.29	0.57
78	"4"	"0"	NA	NA	1.79	2.27	0.54
83	"4"	"0"	NA	NA	1.67	2.26	0.6
92	"4"	"0"	NA	NA	1.49	2.19	0.53
74	"4"	"0"	NA	NA	1.81	2.2	0.58
112	"5"	"0"	NA	10	2.28	0.28	0.69
44	"4"	"2"	NA	NA	2.36	1.76	0.21
193	"5"	"1"	NA	9	0.48	2.39	0.88
120	"5"	"0"	NA	7	0.72	1.96	0.3
62	"1"	"0"	NA	NA	1.89	1.76	0.63
72	"1"	"0"	NA	NA	2.01	1.66	0.54
90	"4"	"0"	NA	NA	0.96	1.92	0.48
58	"1"	"0"	NA	NA	2.16	2.05	0.16
67	"4"	"0"	NA	NA	0.85	1.72	0.41
59	"1"	"0"	NA	NA	1.84	1.73	0.55
90	"4"	"0"	NA	NA	0.78	2.12	0.34
94	"4"	"0"	NA	NA	1.96	1.81	0.5
94	"4"	"0"	NA	NA	0.92	1.76	0.22
126	"4"	"0"	NA	NA	2.07	1.88	0.4
73	"4"	"0"	NA	NA	0.95	2.13	0.34
69	"4"	"0"	NA	NA	0.78	2.13	0.39
129	"4"	"0"	NA	NA	1.9	2	0.42
69	"4"	"0"	NA	NA	0.71	2	0.39
78	"4"	"0"	NA	NA	0.54	2.45	0.45
84	"4"	"0"	NA	NA	0.78	2.24	0.29
63	"4"	"2"	NA	NA	0.24	1.1	0.82
119	"4"	"1"	NA	NA	0.32	1.8	0.85
120	"4"	"2"	NA	NA	2.26	2.15	0.8
165	"4"	"2"	NA	NA	1.08	1.76	0.86
135	"4"	"1"	NA	NA	0.99	2.3	0.86
196	"4"	"2"	NA	NA	1.14	2.28	0.7
153	"4"	"2"	NA	NA	2.17	2.26	0.7
143	"4"	"0"	NA	NA	1.37	2.16	0.61
183	"4"	"0"	NA	NA	1.25	1.9	0.56
176	"4"	"2"	NA	NA	1.27	2.24	0.69
109	"4"	"2"	NA	NA	1.51	2.35	0.75
138	"4"	"0"	NA	NA	1.79	1.99	0.63
81	"4"	"0"	NA	NA	1.53	2.03	0.63
154	"4"	"2"	NA	NA	1.07	2.46	0.84
145	"4"	"0"	NA	NA	1.26	2.47	0.54
140	"4"	"0"	NA	NA	1.82	2.09	0.7
135	"4"	"0"	NA	NA	1.32	2.29	0.57
133	"4"	"0"	NA	NA	2.13	2.02	0.65
106	"4"	"1"	NA	NA	1.76	2.5	0.86
6	"1"	"2"	NA	NA	0.51	1.25	0.41
167	"1"	"0"	NA	NA	2.38	2.42	0.22
106	"0"	"0"	NA	NA	2.02	2.18	0.24
127	"0"	"0"	NA	NA	2.5	1.35	0.17
42	"0"	"1"	NA	NA	1.44	1.99	0.42
157	"0"	"0"	NA	NA	1.82	2.41	0.29
162	"0"	"0"	NA	NA	2.16	1.82	0.32
140	"0"	"0"	NA	NA	1.89	1.99	0.18
105	"0"	"0"	NA	NA	2.26	1.73	0.18
84	"1"	"0"	NA	NA	1.79	2.18	0.1
78	"0"	"0"	NA	NA	1.89	2.27	0.32
83	"1"	"0"	NA	NA	1.82	1.87	0.14
95	"0"	"0"	NA	NA	1.9	2.18	0.27
102	"0"	"0"	NA	NA	1.96	2.4	0.23
97	"0"	"0"	NA	NA	1.9	2.29	0.22
112	"0"	"0"	NA	NA	2.12	2.13	0.33
88	"0"	"0"	NA	NA	1.68	2.5	0.22
153	"5"	"0"	NA	9	1.76	1.3	0.86
4	"4"	"1"	NA	NA	1.13	1.92	0.19
92	"4"	"2"	NA	NA	2.23	2.1	0.76
32	"4"	"0"	NA	NA	1.42	2.04	0.12
87	"0"	"0"	NA	NA	2.34	0.95	0.51
16	"2"	"1"	NA	NA	2.23	2.07	0.24
47	"0"	"0"	NA	NA	2.13	1.41	0.21
183	"4"	"2"	NA	NA	2.43	2.25	0.51
123	"4"	"2"	NA	NA	2.18	2.1	0.7
73	"4"	"2"	NA	NA	2.13	1.88	0.82
144	"4"	"2"	NA	NA	2.29	2.45	0.62
6	"2"	"1"	NA	NA	2.27	2.23	0.07
17	"2"	"1"	NA	NA	1.93	2.36	0.19
184	"4"	"2"	NA	NA	2.49	2.33	0.6
14	"2"	"1"	NA	NA	2.25	2.21	0.12
175	"4"	"2"	NA	NA	2.26	2.19	0.65
144	"4"	"2"	NA	NA	2.33	2.35	0.7
147	"4"	"2"	NA	NA	2.35	2.49	0.6
200	"4"	"2"	NA	NA	2.48	2.31	0.64
