algorithm	localsearch	alpha	beta	rho	ants	q0	rasrank	elitistants	nnls	dlb
"acs"	"3"	2.66	5.95	0.3	37	0.48	NA	NA	6	"0"
"acs"	"3"	1.92	8.01	0.36	8	0.7	NA	NA	19	"1"
"acs"	"3"	4.43	5.58	0.68	59	0.36	NA	NA	15	"1"
"acs"	"3"	4.76	4.66	0.65	68	0.14	NA	NA	18	"1"
"acs"	"3"	3.91	8.56	0.28	52	0.15	NA	NA	10	"1"
"acs"	"3"	1.64	6.94	0.32	35	0.88	NA	NA	9	"1"
"acs"	"3"	1.74	7.79	0.34	24	0.42	NA	NA	17	"1"
"acs"	"3"	1.87	6.92	0.29	12	0.57	NA	NA	14	"1"
"acs"	"3"	4.9	5.22	0.84	77	0.08	NA	NA	11	"1"
"acs"	"3"	4.53	4.13	0.7	69	0.2	NA	NA	12	"1"
"acs"	"3"	3.85	5.8	0.45	64	0.16	NA	NA	16	"1"
"acs"	"3"	4.11	8.18	0.23	57	0.21	NA	NA	15	"1"
"acs"	"3"	4.69	4.57	0.75	75	0.1	NA	NA	13	"1"
"acs"	"3"	4.54	4.38	0.74	74	0.17	NA	NA	12	"1"
"acs"	"3"	4.4	4.32	0.78	72	0.17	NA	NA	11	"1"
"acs"	"2"	2.97	1.95	0.31	31	0.43	NA	NA	16	"1"
"acs"	"3"	3.36	3.98	0.7	6	0.35	NA	NA	14	"0"
"mmas"	"3"	3.47	1.71	0.06	14	NA	NA	NA	31	"1"
"eas"	"3"	4.41	7.34	0.99	44	NA	NA	23	22	"1"
"acs"	"3"	2.69	7.65	0.52	17	0.51	NA	NA	27	"0"
"acs"	"3"	3.95	5.38	0.26	10	0.26	NA	NA	23	"1"
"acs"	"3"	4.16	0.79	0.37	5	0.14	NA	NA	29	"1"
"acs"	"3"	2.71	7.44	0.5	54	0.88	NA	NA	35	"1"
"acs"	"3"	2.77	9.07	0.55	36	0.19	NA	NA	29	"0"
"acs"	"3"	3	2.91	0.14	21	0.2	NA	NA	21	"1"
"acs"	"3"	2.66	5.68	0.62	52	0.72	NA	NA	28	"1"
"acs"	"3"	4.58	1.82	0.4	6	0.33	NA	NA	21	"1"
"acs"	"3"	2.03	5.07	0.57	44	0.82	NA	NA	19	"1"
"acs"	"3"	1.33	4.89	0.54	45	0.91	NA	NA	21	"1"
"acs"	"3"	1.57	4.83	0.44	46	0.77	NA	NA	17	"1"
"acs"	"3"	1.9	4.5	0.73	54	0.56	NA	NA	19	"1"
"acs"	"3"	2.55	5.87	0.52	54	0.65	NA	NA	22	"1"
"acs"	"3"	1.49	3.86	0.57	41	0.74	NA	NA	20	"1"
"acs"	"3"	1.88	4.98	0.37	47	0.9	NA	NA	16	"1"
"acs"	"3"	1.69	3.97	0.8	50	0.7	NA	NA	18	"1"
"acs"	"3"	1.45	5.22	0.56	39	0.7	NA	NA	17	"1"
"acs"	"3"	1.62	3.28	0.81	47	0.64	NA	NA	16	"1"
"acs"	"3"	1.98	6.33	0.42	48	0.58	NA	NA	19	"1"
"ras"	"3"	3.07	5.89	0.52	69	NA	7	NA	25	"0"
"mmas"	"3"	2.06	3.54	0.41	53	NA	NA	NA	39	"1"
"acs"	"3"	3.35	3.62	0.94	30	0.67	NA	NA	31	"1"
"acs"	"3"	3.69	7.06	0.71	55	0.42	NA	NA	37	"1"
"mmas"	"3"	2.13	4.46	0.45	66	NA	NA	NA	25	"1"
"acs"	"3"	1.49	2.52	0.28	38	0.72	NA	NA	25	"1"
"acs"	"3"	2.57	6.5	0.96	8	0.67	NA	NA	16	"1"
"acs"	"3"	1.57	4.17	0.1	16	0.61	NA	NA	25	"1"
"acs"	"3"	1.31	4.94	0.2	36	0.96	NA	NA	27	"1"
"acs"	"3"	2.71	1.49	0.64	5	0.65	NA	NA	18	"1"
"acs"	"3"	1.8	3.22	0.32	48	0.56	NA	NA	13	"1"
"acs"	"3"	1.56	0.78	0.58	45	0.77	NA	NA	9	"1"
"acs"	"3"	2.1	4.9	0.07	32	0.53	NA	NA	17	"1"
"acs"	"3"	2.13	6.06	0.34	29	0.46	NA	NA	22	"1"
"acs"	"3"	1.95	0.09	0.65	6	0.64	NA	NA	15	"1"
"acs"	"3"	2.28	6.19	0.13	36	0.63	NA	NA	20	"1"
"acs"	"3"	1.2	0.92	0.69	21	0.76	NA	NA	12	"1"
"acs"	"3"	2.79	2.65	0.25	49	0.58	NA	NA	16	"1"
"acs"	"3"	2.47	0.65	0.31	45	0.47	NA	NA	18	"1"
"acs"	"3"	1.2	3.18	0.57	13	0.68	NA	NA	15	"1"
"acs"	"3"	2.53	1.51	0.32	44	0.42	NA	NA	16	"1"
"acs"	"3"	2.77	1.72	0.2	48	0.58	NA	NA	18	"1"
"acs"	"3"	2.38	2.86	0.35	48	0.51	NA	NA	14	"1"
"acs"	"3"	1.28	1.15	0.76	28	0.72	NA	NA	15	"1"
"acs"	"3"	2.3	3.05	0.33	47	0.42	NA	NA	13	"1"
"acs"	"3"	2.45	3.12	0.52	53	0.4	NA	NA	9	"1"
"acs"	"3"	2.28	3.21	0.32	51	0.42	NA	NA	13	"1"
"acs"	"3"	4.85	3.96	1	6	0.58	NA	NA	36	"1"
"acs"	"2"	3.84	1.93	0.02	29	0.66	NA	NA	40	"0"
"acs"	"3"	1.02	2.55	0.58	11	0.84	NA	NA	31	"1"
"eas"	"3"	1.38	4.66	0.34	29	NA	NA	528	12	"1"
"acs"	"3"	3.09	2.47	0.49	62	0.96	NA	NA	34	"0"
"acs"	"3"	3.21	5.04	0.55	21	0.14	NA	NA	34	"0"
"acs"	"3"	2.73	4.43	0.29	28	0.27	NA	NA	25	"1"
"acs"	"3"	3.99	7.11	0.28	21	0.7	NA	NA	31	"1"
"acs"	"3"	3.35	6.71	0.59	11	0.53	NA	NA	25	"1"
"acs"	"3"	2.09	5.84	0.32	34	0.24	NA	NA	22	"1"
"acs"	"3"	4.12	6.12	0.55	64	0.06	NA	NA	30	"1"
"acs"	"3"	3.49	3.03	0.04	32	0.32	NA	NA	9	"1"
"acs"	"3"	2.96	5.4	0.02	18	0.26	NA	NA	12	"1"
"acs"	"3"	1.83	6.4	0.35	32	0.22	NA	NA	19	"1"
"acs"	"3"	2.17	3.65	0.34	45	0.4	NA	NA	22	"1"
"acs"	"3"	4.13	5.36	0.51	59	0.03	NA	NA	23	"1"
"acs"	"3"	2.5	4.03	0.29	48	0.31	NA	NA	14	"1"
"acs"	"3"	2.21	5.13	0.38	42	0.13	NA	NA	14	"1"
"acs"	"3"	2.63	4.26	0.2	46	0.32	NA	NA	23	"1"
"acs"	"3"	2.52	5.19	0.21	39	0.18	NA	NA	19	"1"
"acs"	"3"	2.26	4.35	0.2	37	0.29	NA	NA	13	"1"
"acs"	"3"	2.78	4.02	0.15	45	0.37	NA	NA	18	"1"
"acs"	"3"	2.71	8.78	0.66	6	0.09	NA	NA	42	"1"
"mmas"	"3"	1.15	8.16	0.97	60	NA	NA	NA	16	"1"
"acs"	"2"	2.4	5.66	0.23	36	0.4	NA	NA	28	"0"
"acs"	"3"	1.97	3.86	0.95	25	0.54	NA	NA	38	"1"
"acs"	"3"	3.11	8.59	0.85	24	0.9	NA	NA	10	"1"
"mmas"	"3"	1.53	9.36	0.89	46	NA	NA	NA	13	"1"
"acs"	"3"	2.37	8.46	0.93	24	0.72	NA	NA	10	"1"
"mmas"	"3"	1.43	8.61	0.83	45	NA	NA	NA	18	"1"
"mmas"	"3"	1.29	8.88	0.88	81	NA	NA	NA	27	"1"
"acs"	"3"	1.72	7.94	0.95	56	0.69	NA	NA	12	"1"
"mmas"	"3"	1.3	9.04	0.86	66	NA	NA	NA	12	"1"
"mmas"	"3"	1.06	6.24	0.91	63	NA	NA	NA	17	"1"
"mmas"	"3"	1.22	9	0.87	51	NA	NA	NA	21	"1"
"mmas"	"3"	1.32	8.88	0.84	65	NA	NA	NA	13	"1"
"mmas"	"3"	0.97	5.95	0.88	60	NA	NA	NA	15	"1"
"mmas"	"3"	0.93	5.04	0.85	46	NA	NA	NA	19	"1"
"mmas"	"3"	0.94	5.05	0.89	52	NA	NA	NA	13	"1"
"mmas"	"3"	1.07	6.88	0.85	58	NA	NA	NA	13	"1"
"mmas"	"3"	1.23	8.26	0.81	67	NA	NA	NA	14	"1"
"mmas"	"3"	1.29	8.67	0.74	68	NA	NA	NA	13	"1"
"mmas"	"3"	0.92	3.77	0.89	61	NA	NA	NA	48	"0"
"mmas"	"3"	1.15	0.49	0.66	38	NA	NA	NA	20	"1"
"ras"	"3"	2.71	2.37	0.97	80	NA	18	NA	41	"1"
"acs"	"3"	3.69	9.63	0.53	19	0.94	NA	NA	12	"0"
"mmas"	"3"	1.18	4.69	0.7	21	NA	NA	NA	19	"1"
"acs"	"3"	2.44	0.64	0.42	27	0.71	NA	NA	22	"1"
"mmas"	"3"	1.4	0.65	0.73	43	NA	NA	NA	12	"1"
"acs"	"3"	1.28	3.58	0.57	44	0.47	NA	NA	15	"1"
"mmas"	"3"	0.96	3.21	0.61	10	NA	NA	NA	18	"1"
"acs"	"3"	1.9	1.48	0.34	41	0.64	NA	NA	32	"1"
"acs"	"3"	1.63	2.68	0.46	44	0.84	NA	NA	19	"1"
"acs"	"3"	1.59	2.32	0.39	37	0.65	NA	NA	22	"1"
"acs"	"3"	2.09	2.05	0.45	49	0.52	NA	NA	13	"1"
"mmas"	"3"	1.13	3.4	0.57	11	NA	NA	NA	13	"1"
"acs"	"3"	1.28	2.06	0.55	39	0.88	NA	NA	19	"1"
"acs"	"3"	1.7	1.27	0.48	44	0.92	NA	NA	16	"1"
"acs"	"3"	2.11	2.39	0.58	51	0.66	NA	NA	11	"1"
"acs"	"3"	1.8	0.69	0.49	33	0.59	NA	NA	13	"1"
"acs"	"3"	2.41	3.24	0.45	49	0.46	NA	NA	14	"1"
"acs"	"3"	2.17	3.64	0.48	50	0.37	NA	NA	12	"1"
"acs"	"3"	2.06	1.53	0.4	50	0.63	NA	NA	12	"1"
"acs"	"3"	2.54	3.03	0.37	50	0.44	NA	NA	16	"1"
"acs"	"3"	2.34	3.32	0.5	53	0.22	NA	NA	12	"1"
"acs"	"3"	2.7	0.37	0.87	14	0.44	NA	NA	5	"0"
"eas"	"3"	1.61	2.56	0.96	77	NA	NA	128	29	"1"
"ras"	"3"	3.09	3.97	0.61	84	NA	8	NA	36	"1"
"acs"	"3"	4.03	9.59	0.42	66	0.83	NA	NA	21	"1"
"acs"	"3"	1.73	4.03	0.81	52	0.55	NA	NA	10	"1"
"acs"	"3"	1.25	1.96	0.93	25	0.54	NA	NA	14	"1"
"acs"	"3"	1.32	3.72	0.98	42	0.63	NA	NA	9	"1"
"acs"	"3"	2.1	7.49	0.71	51	0.46	NA	NA	12	"1"
"acs"	"3"	1.44	3.4	0.95	36	0.58	NA	NA	13	"1"
"acs"	"3"	1.21	1.63	0.87	37	0.82	NA	NA	16	"1"
"acs"	"3"	1.71	3.54	0.91	56	0.55	NA	NA	10	"1"
"acs"	"3"	2.43	7.86	0.74	51	0.31	NA	NA	11	"1"
"acs"	"3"	2.48	7.29	0.58	52	0.35	NA	NA	11	"1"
"acs"	"3"	2.62	6.33	0.88	65	0.63	NA	NA	10	"1"
"acs"	"3"	1.71	5.14	0.97	53	0.65	NA	NA	12	"1"
"acs"	"3"	2.31	4.07	0.89	60	0.61	NA	NA	16	"1"
"acs"	"3"	2.18	3.66	0.98	65	0.64	NA	NA	20	"1"
"acs"	"3"	2.9	6.21	0.93	67	0.58	NA	NA	10	"1"
"mmas"	"3"	0.83	5.47	1	6	NA	NA	NA	18	"0"
"eas"	"3"	3.18	3.28	0.16	69	NA	NA	713	14	"1"
"acs"	"3"	2.79	8.44	0.92	38	0.24	NA	NA	25	"1"
"acs"	"3"	1.89	3.36	0.7	46	0.63	NA	NA	9	"1"
"ras"	"3"	1.9	0.38	0.78	82	NA	19	NA	9	"1"
"acs"	"3"	1.21	2.75	0.66	24	0.26	NA	NA	14	"1"
"mmas"	"3"	1.01	6.4	0.92	13	NA	NA	NA	14	"0"
"acs"	"3"	1.89	4.1	0.44	32	0.44	NA	NA	15	"1"
"acs"	"3"	2.15	5.49	0.75	31	0.47	NA	NA	12	"1"
"acs"	"3"	2.8	1.2	0.63	72	0.84	NA	NA	13	"1"
"acs"	"3"	1.78	7.13	0.94	38	0.43	NA	NA	26	"1"
"acs"	"3"	1.63	6.82	0.68	37	0.48	NA	NA	8	"1"
"acs"	"3"	3.34	3.46	0.77	77	0.88	NA	NA	11	"1"
"acs"	"3"	3.93	4.84	0.4	66	0.25	NA	NA	15	"1"
"acs"	"3"	1.74	6.87	0.68	43	0.52	NA	NA	15	"1"
"acs"	"3"	1.58	6.4	0.69	40	0.37	NA	NA	10	"1"
"acs"	"3"	3.54	2.88	0.82	71	0.55	NA	NA	15	"1"
"acs"	"3"	1.61	7.09	0.78	40	0.37	NA	NA	10	"1"
"acs"	"3"	3.62	3.36	0.61	68	0.62	NA	NA	15	"1"
"acs"	"3"	1.82	6.62	0.61	41	0.4	NA	NA	16	"1"
"acs"	"3"	3.11	3.22	0.7	76	0.93	NA	NA	12	"1"
"acs"	"3"	3.36	2.6	0.89	71	0.61	NA	NA	14	"1"
"acs"	"3"	3.31	3.06	0.35	39	0.54	NA	NA	24	"1"
"acs"	"3"	1.98	4.15	0.24	34	0.81	NA	NA	17	"1"
"acs"	"3"	3.72	7.99	0.05	34	0.76	NA	NA	30	"1"
"acs"	"3"	1.39	4.46	0.14	18	0.77	NA	NA	18	"1"
"acs"	"3"	2.23	6.62	0.13	23	0.34	NA	NA	25	"1"
"acs"	"3"	2.29	3.59	0.9	34	0.64	NA	NA	30	"1"
"acs"	"3"	4.44	6.81	0.03	34	0.71	NA	NA	30	"1"
"acs"	"3"	1.71	4.68	0.38	37	0.83	NA	NA	26	"1"
"acs"	"3"	2.35	2.6	0.06	33	0.77	NA	NA	10	"1"
"acs"	"3"	3.67	7.19	0.09	41	0.67	NA	NA	24	"1"
"acs"	"3"	2.18	4.06	0.31	40	0.76	NA	NA	17	"1"
"acs"	"3"	1.87	5.72	0.19	32	0.5	NA	NA	22	"1"
"acs"	"3"	3.08	3.56	0.35	65	0.68	NA	NA	9	"1"
"acs"	"3"	2.36	2.66	0.49	55	0.75	NA	NA	18	"1"
"acs"	"3"	1.81	2.74	0.13	38	0.69	NA	NA	10	"1"
"acs"	"3"	2.5	2.68	0.06	42	0.88	NA	NA	9	"1"
"acs"	"3"	1.7	1.59	0.33	36	0.77	NA	NA	20	"1"
"acs"	"3"	1.58	2.05	0.26	36	0.77	NA	NA	19	"1"
"acs"	"3"	1.54	3.15	0.56	54	0.78	NA	NA	15	"1"
"acs"	"3"	2.16	0.96	0.5	57	0.93	NA	NA	16	"1"
"acs"	"3"	3.51	3.27	0.37	63	0.57	NA	NA	16	"1"
"ras"	"3"	2.29	1.62	0.29	40	NA	67	NA	8	"1"
"acs"	"2"	4.16	7.87	0.16	52	0.42	NA	NA	37	"0"
"acs"	"3"	4.56	6.15	0.86	27	0.37	NA	NA	39	"1"
"acs"	"2"	1.16	2.95	0.49	32	0.96	NA	NA	44	"0"
"acs"	"3"	2.33	0.77	0.37	15	0.15	NA	NA	7	"1"
"acs"	"3"	3.97	9.74	0.77	67	0.24	NA	NA	36	"1"
"acs"	"3"	2.64	1.34	0.34	12	0.39	NA	NA	10	"1"
"acs"	"3"	3.88	8.17	0.75	62	0.33	NA	NA	36	"1"
"acs"	"3"	3.19	6.16	0.65	52	0.24	NA	NA	34	"1"
"acs"	"3"	3.39	6.87	0.58	53	0.31	NA	NA	30	"1"
"acs"	"3"	2.87	4.31	0.08	30	0.07	NA	NA	11	"1"
"acs"	"3"	2.42	0.85	0.64	35	0.16	NA	NA	19	"1"
"acs"	"3"	2.28	6.74	0.41	39	0.17	NA	NA	22	"1"
"acs"	"3"	3.45	8.86	0.86	63	0.31	NA	NA	27	"1"
"acs"	"3"	3.16	5.34	0.08	39	0.35	NA	NA	10	"1"
"acs"	"3"	2.35	6.74	0.67	51	0.44	NA	NA	25	"1"
"acs"	"3"	2.11	3.09	0.66	52	0.07	NA	NA	16	"1"
"acs"	"3"	1.94	7.14	0.6	46	0.02	NA	NA	19	"1"
"acs"	"3"	1.95	0.48	0.52	32	0.24	NA	NA	21	"1"
"acs"	"3"	3.22	5.87	0.12	38	0.19	NA	NA	15	"1"
"acs"	"3"	2.25	7.5	0.51	43	0.04	NA	NA	16	"1"
"acs"	"3"	2.19	7.87	0.69	41	0.03	NA	NA	15	"1"
"acs"	"2"	3.99	8.86	0.6	18	0.47	NA	NA	15	"0"
"acs"	"3"	3.52	2.93	0.88	87	0.94	NA	NA	8	"0"
"acs"	"3"	4.7	7.15	0.43	43	0.3	NA	NA	17	"1"
"mmas"	"2"	1.1	1.83	0.46	10	NA	NA	NA	48	"1"
"as"	"3"	3.92	3.71	0.89	40	NA	NA	NA	33	"0"
"acs"	"3"	2.48	6.04	0.8	10	0.17	NA	NA	15	"1"
"acs"	"3"	2.31	5.23	0.89	69	0.97	NA	NA	10	"1"
"acs"	"3"	4.75	9.96	0.45	59	0.24	NA	NA	14	"1"
"acs"	"3"	3.62	9.16	0.47	59	0.18	NA	NA	13	"1"
"acs"	"3"	4.75	8.68	0.45	64	0.21	NA	NA	11	"1"
"acs"	"3"	1.7	6.14	0.89	59	0.93	NA	NA	10	"1"
"acs"	"3"	2.41	6.33	0.91	69	0.9	NA	NA	12	"1"
"acs"	"3"	3.55	8.92	0.46	56	0.19	NA	NA	16	"1"
"acs"	"3"	4.97	9.34	0.42	59	0.27	NA	NA	13	"1"
"acs"	"3"	4.1	9.6	0.39	58	0.13	NA	NA	15	"1"
"acs"	"3"	4.58	9.04	0.4	57	0.11	NA	NA	12	"1"
"acs"	"3"	4.46	4.94	0.41	40	0.08	NA	NA	11	"0"
"mmas"	"3"	1.26	1.34	0.49	6	NA	NA	NA	10	"1"
"mmas"	"3"	3.41	6.27	0.16	24	NA	NA	NA	25	"1"
"acs"	"2"	1.06	6.58	0.81	21	0.74	NA	NA	15	"1"
"acs"	"3"	4.52	6.78	0.19	16	0.59	NA	NA	29	"1"
"acs"	"3"	4.78	5.6	0.1	13	0.07	NA	NA	37	"1"
"mmas"	"3"	2.85	6.34	0.31	42	NA	NA	NA	14	"1"
"acs"	"3"	3.63	6.61	0.17	52	0.29	NA	NA	10	"1"
"acs"	"3"	2.71	0.12	0.07	21	0.53	NA	NA	26	"1"
"acs"	"3"	3.62	7.88	0.25	13	0.69	NA	NA	27	"1"
"acs"	"3"	3.61	0.46	0.04	18	0.51	NA	NA	15	"1"
"acs"	"3"	3.18	8.14	0.33	45	0.23	NA	NA	9	"1"
"acs"	"3"	2.87	5.6	0.18	37	0.03	NA	NA	8	"1"
"acs"	"3"	3.38	6.78	0.18	52	0.05	NA	NA	14	"1"
"acs"	"3"	2.88	4.73	0.2	46	0.05	NA	NA	11	"1"
"acs"	"3"	3.98	5.51	0.23	53	0.25	NA	NA	12	"1"
"acs"	"3"	3.44	7.9	0.15	44	0.15	NA	NA	14	"1"
"acs"	"3"	3.56	6.22	0.1	47	0.37	NA	NA	13	"1"
"acs"	"3"	3.18	4	0.32	51	0.02	NA	NA	12	"1"
"acs"	"3"	4.25	5.73	0.19	60	0.44	NA	NA	12	"1"
"acs"	"3"	3.98	5.14	0.26	61	0.23	NA	NA	14	"1"
"acs"	"3"	3.06	3.54	0.15	48	0.14	NA	NA	11	"1"
"acs"	"3"	2.94	3.32	0.26	50	0.42	NA	NA	14	"1"
"ras"	"3"	3.87	5.44	0.59	58	NA	34	NA	17	"1"
"acs"	"2"	2	4.19	0.96	70	0.97	NA	NA	46	"0"
"eas"	"3"	2.54	4.66	0.14	23	NA	NA	384	9	"0"
"mmas"	"3"	3.91	6.61	0.43	38	NA	NA	NA	18	"1"
"acs"	"3"	4.49	0.92	0.25	52	0.85	NA	NA	42	"0"
"acs"	"3"	4.24	9.69	0.39	35	0.7	NA	NA	29	"0"
"mmas"	"3"	4.96	0.41	0.16	11	NA	NA	NA	19	"0"
"acs"	"3"	4.27	2.04	0.12	46	0.57	NA	NA	31	"0"
"mmas"	"3"	2.09	2.21	0.15	24	NA	NA	NA	15	"1"
"acs"	"3"	2.66	3.54	0.13	24	0.45	NA	NA	12	"0"
"acs"	"3"	4.21	0.22	0.02	41	0.99	NA	NA	45	"0"
"mmas"	"3"	4.98	0.51	0.12	25	NA	NA	NA	21	"0"
"mmas"	"3"	2.91	3.64	0.18	30	NA	NA	NA	10	"0"
"acs"	"3"	2.81	2.62	0.18	37	0.3	NA	NA	8	"1"
"acs"	"3"	3.75	8.3	0.19	54	0.72	NA	NA	10	"0"
"acs"	"3"	2.72	2.5	0.26	52	0.05	NA	NA	10	"1"
"acs"	"3"	2.05	3.31	0.28	38	0.11	NA	NA	8	"1"
"acs"	"3"	2.97	3.55	0.29	53	0.22	NA	NA	12	"1"
"acs"	"3"	3.51	3.46	0.04	33	0.19	NA	NA	10	"1"
"acs"	"3"	2.6	3.03	0.19	43	0.29	NA	NA	12	"1"
"acs"	"3"	2.75	2.74	0.21	48	0.42	NA	NA	18	"1"
"acs"	"3"	3.06	4.84	0.21	54	0.3	NA	NA	13	"1"
"acs"	"3"	2.95	1.65	0.41	52	0.19	NA	NA	10	"1"
"acs"	"3"	2.58	2.38	0.25	47	0.41	NA	NA	21	"1"
"acs"	"3"	2.9	4.91	0.3	58	0.46	NA	NA	11	"1"
"acs"	"3"	2.57	3.87	0.24	43	0.38	NA	NA	10	"1"
"acs"	"3"	2.71	3.48	0.19	50	0.4	NA	NA	9	"1"
"acs"	"3"	2.8	4.94	0.28	55	0.48	NA	NA	9	"1"
"acs"	"3"	2.6	1.89	0.39	51	0.26	NA	NA	12	"1"
"mmas"	"3"	3.5	0.85	0.18	35	NA	NA	NA	22	"0"
"acs"	"2"	2.4	5.54	0.21	26	0.56	NA	NA	44	"0"
"acs"	"3"	2.71	9.91	0.65	44	0.99	NA	NA	30	"1"
"acs"	"3"	1.97	4.99	0.99	40	0.38	NA	NA	45	"1"
"acs"	"3"	2.02	4.62	0.69	33	0.26	NA	NA	30	"1"
"acs"	"3"	4.62	6.68	0.23	61	0.84	NA	NA	25	"1"
"acs"	"3"	3.22	2.05	0.94	66	0.73	NA	NA	23	"1"
"acs"	"3"	1.5	4.32	0.43	49	0.84	NA	NA	37	"1"
"acs"	"3"	1.89	1.99	0.18	11	0.09	NA	NA	17	"1"
"acs"	"3"	3.07	3.11	0.89	68	0.46	NA	NA	22	"1"
"acs"	"3"	3.36	3.7	0.91	83	0.92	NA	NA	8	"1"
"acs"	"3"	1.9	2.14	0.83	47	0.6	NA	NA	11	"1"
"acs"	"3"	2.12	1.8	0.84	51	0.44	NA	NA	20	"1"
"acs"	"3"	2.71	2.7	0.74	53	0.23	NA	NA	23	"1"
"acs"	"3"	1.77	0.71	0.87	48	0.76	NA	NA	20	"1"
"acs"	"3"	1.69	1.49	0.91	37	0.59	NA	NA	12	"1"
"acs"	"3"	2.6	2.99	0.77	57	0.08	NA	NA	20	"1"
"acs"	"3"	2.17	2.34	0.88	58	0.53	NA	NA	14	"1"
"acs"	"3"	2.45	1.36	0.94	55	0.55	NA	NA	13	"1"
"acs"	"3"	2.87	2.75	0.71	61	0.58	NA	NA	21	"1"
"acs"	"3"	1.77	2.57	0.92	52	0.63	NA	NA	11	"1"
"acs"	"3"	1.64	2.51	0.96	49	0.77	NA	NA	15	"1"
"acs"	"3"	2.67	2.72	0.93	66	0.57	NA	NA	12	"1"
"acs"	"3"	2.28	3.04	0.95	65	0.64	NA	NA	17	"1"
"acs"	"3"	2.56	2.66	0.95	67	0.74	NA	NA	10	"1"
"acs"	"3"	2.35	2.46	0.92	63	0.6	NA	NA	19	"1"
"acs"	"2"	3.89	1.06	0.92	64	0.11	NA	NA	20	"0"
"acs"	"3"	2.25	5.91	0.81	47	0.82	NA	NA	21	"0"
"acs"	"2"	4.48	7.39	0.87	76	0.78	NA	NA	9	"0"
"acs"	"3"	3.07	0.83	0.59	31	0.31	NA	NA	13	"0"
"acs"	"3"	1.24	4.25	0.57	22	0.04	NA	NA	18	"1"
"acs"	"3"	3.56	2.35	0.28	55	0.58	NA	NA	22	"1"
"acs"	"3"	1.8	0.63	0.86	45	0.95	NA	NA	10	"1"
"acs"	"3"	2.65	6.03	0.35	45	0.7	NA	NA	19	"1"
"acs"	"3"	2.04	4.28	0.43	16	0.15	NA	NA	15	"1"
"acs"	"3"	4.79	1.88	0.27	64	0.78	NA	NA	20	"1"
"acs"	"3"	2.57	4.87	0.41	52	0.8	NA	NA	13	"1"
"acs"	"3"	2.46	4.81	0.32	47	0.16	NA	NA	8	"1"
"acs"	"3"	3.98	4.51	0.41	65	0.58	NA	NA	15	"1"
"acs"	"3"	2.67	5.98	0.36	55	0.61	NA	NA	15	"1"
"acs"	"3"	1.68	5.61	0.44	26	0.12	NA	NA	17	"1"
"acs"	"3"	3.32	4.29	0.47	64	0.53	NA	NA	12	"1"
"acs"	"3"	4.4	4.12	0.47	73	0.65	NA	NA	10	"1"
"acs"	"3"	4.59	4.15	0.35	67	0.52	NA	NA	14	"1"
"acs"	"3"	3.5	3.5	0.39	63	0.63	NA	NA	10	"1"
"acs"	"3"	4.46	3.71	0.42	71	0.72	NA	NA	11	"1"
"acs"	"3"	4.78	3.02	0.36	66	0.7	NA	NA	13	"1"
"acs"	"3"	4.81	4.38	0.52	74	0.57	NA	NA	12	"1"
"eas"	"3"	2.52	5.71	0.37	14	NA	NA	35	38	"1"
"ras"	"3"	4.09	0.08	0.68	44	NA	78	NA	18	"1"
"eas"	"2"	1.04	1.17	0.48	96	NA	NA	726	38	"1"
"ras"	"3"	3.85	4.3	0.92	66	NA	55	NA	46	"0"
"eas"	"3"	2.8	8.52	0.91	39	NA	NA	53	29	"1"
"acs"	"3"	4.03	1.07	0.98	52	0.47	NA	NA	39	"1"
"acs"	"3"	3.35	1.43	0.81	48	0.2	NA	NA	22	"0"
"acs"	"3"	4.54	3.65	0.72	68	0.65	NA	NA	36	"1"
"acs"	"3"	3.72	1.24	0.92	39	0.59	NA	NA	40	"1"
"acs"	"3"	3.52	4.48	0.84	52	0.41	NA	NA	12	"0"
"acs"	"3"	3.27	5.3	0.22	46	0.55	NA	NA	26	"0"
"acs"	"3"	4.78	5.18	0.59	64	0.44	NA	NA	30	"1"
"acs"	"3"	3.23	3.48	0.92	65	0.55	NA	NA	10	"0"
"acs"	"3"	3.71	3.25	0.41	60	0.3	NA	NA	30	"1"
"acs"	"3"	4.75	4.23	0.6	74	0.58	NA	NA	32	"1"
"acs"	"3"	3.22	7.12	0.83	49	0.47	NA	NA	20	"1"
"acs"	"3"	3.84	3.77	0.28	58	0.41	NA	NA	25	"1"
"acs"	"3"	3.01	8.39	0.87	52	0.25	NA	NA	24	"1"
"acs"	"3"	4.26	2.9	0.46	68	0.58	NA	NA	21	"1"
"acs"	"3"	4.28	2.16	0.4	69	0.78	NA	NA	17	"1"
"acs"	"3"	3.57	1.97	0.45	63	0.62	NA	NA	23	"1"
"acs"	"3"	4.05	3.19	0.24	61	0.47	NA	NA	22	"1"
"acs"	"3"	4.04	3.59	0.18	59	0.5	NA	NA	19	"1"
"acs"	"3"	4.11	3.35	0.2	56	0.41	NA	NA	17	"1"
"acs"	"3"	3.9	3.22	0.21	54	0.5	NA	NA	22	"1"
"acs"	"2"	4.07	5.62	0.22	17	0.96	NA	NA	49	"0"
"ras"	"3"	4.85	7.18	0.56	68	NA	87	NA	10	"0"
"mmas"	"3"	1.41	5.31	0.87	26	NA	NA	NA	36	"0"
"acs"	"3"	3.26	9.6	0.76	39	0.95	NA	NA	14	"0"
"acs"	"3"	4.11	8.91	0.19	57	0.18	NA	NA	8	"0"
